company_name,stock_code,Industry,p_DII,p_hhi_count_gender,p_std_attrition_gender,p_cv_salary_gender,p_hhi_count_race,p_std_attrition_race,p_cv_salary_race
Premier Financial Corp.,PFC,Financials  ,0.511133603,0.535406956,0.876166583,0.535406956,0.370742202,0.400920737,0.521782001
Premier Holding Corporation,PRHL,Utilities  ,0.701030928,0.924493554,0.789526687,0.924493554,0.552486188,0.067472306,0.863720074
"Premier, Inc.",PINC,Health Care  ,0.787217459,0.843660419,0.810623557,0.843660419,0.602646086,0.791848733,0.736586443
"Pressure BioSciences, Inc.",PBIO,Health Care  ,0.766952455,0.209555311,0.56255475,0.209555311,0.778684307,0.239930087,0.911385884
Prestige Capital Corporation,PGEC,Financials  ,0.190283401,0.26299749,0.054992474,0.26299749,0.293743277,0.026220977,0.553334529
Prestige Consumer Healthcare Inc.,PBH,Health Care  ,0.418550273,0.825358324,0.625467867,0.825358324,0.405365674,0.478032891,0.50953117
"PriceSmart, Inc.",PSMT,Consumer Staples  ,0.858736059,0.336753168,0.343012704,0.336753168,0.92094146,0.639421338,0.907166616
Prime Meridian Holding Company,PMHG,Financials  ,0.217611336,0.951237003,0.167185148,0.951237003,0.73278953,0.186349079,0.307816422
PrimeEnergy Resources Corporation,PNRG,Energy  ,0.886731392,0.452200303,0.902985075,0.452200303,0.962822458,0.921526055,0.650991357
Primemd Inc.,PRMD,Real Estate  ,0.070422535,0.534368071,0.329655172,0.534368071,0.242793792,0.45844504,0.188470067
"Primerica, Inc.",PRI,Financials  ,0.940283401,0.895392614,0.951630707,0.895392614,0.920580853,0.723879103,0.854697024
Primis Financial Corp.,FRST,Financials  ,0.482793522,0.356220868,0.427797291,0.356220868,0.584797418,0.511509207,0.566780208
Primo Water Corporation,PRMW,Consumer Staples  ,0.814126394,0.381110441,0.872232305,0.381110441,0.603198552,0.813743219,0.70517085
Primoris Services Corporation,PRIM,Industrials  ,0.579842932,0.293844367,0.440061673,0.293844367,0.651684088,0.895729127,0.603019744
"Principal Financial Group, Inc.",PFG,Financials  ,0.610323887,0.931337397,0.535574511,0.931337397,0.511115095,0.588871097,0.708676945
"Principal Solar, Inc.",PSWW,Utilities  ,0.195876289,0.884898711,0.266868077,0.884898711,0.274401473,0.682779456,0.270718232
Printron Inc.,PRNI,Industrials  ,0.240837696,0.459233449,0.868302711,0.459233449,0.048199768,0.942542003,0.166434379
"Priority Aviation, Inc.",PJET,Consumer Discretionary  ,0.952224053,0.544478305,0.795665635,0.544478305,0.971121753,0.493352789,0.919755778
"Priority Technology Holdings, Inc.",PRTH,Information Technology  ,0.711825488,0.906030856,0.785730362,0.906030856,0.641554799,0.387361096,0.753344734
Prism Software Corporation,PSWR,Information Technology  ,0.331802526,0.358345021,0.213932028,0.358345021,0.809657383,0.358850601,0.409314958
"PrismOne Group, Inc.",PMOZ,Information Technology  ,0.290470723,0.287517532,0.160364619,0.287517532,0.856842316,0.00909193,0.465446132
"Private Bancorp of America, Inc.",PBAM,Financials  ,0.760121457,0.829867336,0.354741596,0.829867336,0.900860523,0.431545236,0.873520975
Priveterra Acquisition Corp.,PMGM,Financials  ,0.193319838,0.019496235,0.997089814,0.019496235,0.008963786,0.997848279,0.015686626
"Pro-Dex, Inc.",PDEX,Health Care  ,0.810600156,0.227416391,0.527912718,0.227416391,0.939948548,0.19972988,0.927798631
ProAssurance Corporation,PRA,Financials  ,0.842105263,0.686715669,0.940893126,0.686715669,0.600752958,0.842574059,0.754302617
ProBility Media Corporation,PBYA,Consumer Discretionary  ,0.425041186,0.498331157,0.073325729,0.498331157,0.687853722,0.134889754,0.707079517
ProPetro Holding Corp.,PUMP,Energy  ,0.906148867,0.249873546,0.561567164,0.249873546,0.988113303,0.731389578,0.888917133
"ProPhase Labs, Inc.",PRPH,Health Care  ,0.589243959,0.203748622,0.112925062,0.203748622,0.798015436,0.121553984,0.906086701
ProPhotonix Limited,STKR,Information Technology  ,0.168771527,0.909537167,0.065946433,0.909537167,0.281807253,0.170165002,0.469168092
"ProVision Operation Systems, Inc.",PVNO,Consumer Discretionary  ,0.095551895,0.234218546,0.029656184,0.234218546,0.874038601,0.165045396,0.133740369
"Processa Pharmaceuticals, Inc.",PCSA,Health Care  ,0.09898675,0.897978684,0.302540416,0.897978684,0.269606762,0.155716215,0.265179951
"Procore Technologies, Inc.",PCOR,Information Technology  ,0.694603904,0.809757564,0.779428314,0.809757564,0.465638149,0.839937142,0.684337592
Procyon Corporation,PCYN,Health Care  ,0.060015588,0.553914002,0.042366807,0.553914002,0.293789048,0.12409629,0.27813351
"Professional Diversity Network, Inc.",IPDN,Communication Services  ,0.567398119,0.252517428,0.214329268,0.252517428,0.860831397,0.129315566,0.804342207
Professional Holding Corp.,PFHD,Financials  ,0.763157895,0.872624597,0.453988961,0.872624597,0.970240229,0.685048038,0.737092148
"Profile Solutions, Inc.",PSIQ,Consumer Staples  ,0.665427509,0.16083283,0.314337568,0.16083283,0.67984309,0.551537071,0.799213789
"Profire Energy, Inc.",PFIE,Energy  ,0.498381877,0.339150228,0.265858209,0.339150228,0.469398078,0.105459057,0.830452466
"Progenity, Inc.",PROG,Health Care  ,0.531566641,0.496508637,0.847813968,0.496508637,0.312238148,0.900532295,0.503863988
Progress Software Corporation,PRGS,Information Technology  ,0.561423651,0.762873172,0.474679271,0.762873172,0.507914246,0.533505444,0.703852731
"Progressive Care, Inc.",RXMD,Consumer Staples  ,0.94795539,0.969824985,0.594555354,0.969824985,0.974652987,0.21880651,0.988811612
"Progyny, Inc.",PGNY,Health Care  ,0.845674201,0.362660786,0.515330095,0.362660786,0.750532892,0.817827918,0.882829175
"Prom Resources, Inc.",PRMO,Materials  ,0.185328185,0.921795596,0.295774648,0.921795596,0.280067758,0.246863469,0.549208145
"Prometheus Biosciences, Inc.",RXDX,Health Care  ,0.925954793,0.787578096,0.829975313,0.787578096,0.757883131,0.676571065,0.887981158
"Proofpoint, Inc.",PFPT,Information Technology  ,0.764638347,0.476257263,0.75984695,0.476257263,0.60799439,0.738466719,0.75123227
"Propel Media, Inc.",PROM,Communication Services  ,0.764890282,0.899819262,0.431402439,0.899819262,0.702814356,0.572683222,0.87128457
Propellus Inc.,PRPS,Information Technology  ,0.812858783,0.147565618,0.315552555,0.147565618,0.982768984,0.336625884,0.984910975
"Prosperity Bancshares, Inc.",PB,Financials  ,0.677125506,0.324399426,0.550426493,0.324399426,0.758246683,0.517413931,0.729293654
"Protagenic Therapeutics, Inc.",PTIX,Health Care  ,0.403741231,0.490922455,0.15274349,0.490922455,0.639250276,0.407325018,0.623022006
"Protagonist Therapeutics, Inc.",PTGX,Health Care  ,0.508183944,0.896361632,0.345862865,0.896361632,0.934509372,0.789465321,0.460366527
"Protara Therapeutics, Inc.",TARA,Health Care  ,0.21745908,0.385373025,0.546945927,0.385373025,0.249761117,0.513704616,0.308088614
Protective Capital Structures Corp.,PCSO,Financials  ,0.933198381,0.58345285,0.701455093,0.58345285,0.950788813,0.804843875,0.919774113
Protein Reactor Combined Fuels Inc,PRCF,Consumer Staples  ,0.776951673,0.961979481,0.738656987,0.961979481,0.95986723,0.853887884,0.527668582
Proterra Inc.,PTRA,Industrials  ,0.870418848,0.261672474,0.557625594,0.261672474,0.821486643,0.473002437,0.947619048
"Proto Labs, Inc.",PRLB,Industrials  ,0.387434555,0.495702671,0.406141591,0.495702671,0.363182346,0.321277414,0.632636469
Proto Script Pharmaceutical Corp.,PSCR,Health Care  ,0.396726422,0.730172731,0.702954527,0.730172731,0.76861448,0.885516803,0.193935379
"ProtoKinetix, Incorporated",PKTX,Health Care  ,0.332813718,0.058581404,0.988412837,0.058434399,0.695442852,0.990704695,0.002796791
"Provectus Biopharmaceuticals, Inc.",PVCT,Health Care  ,0.493374903,0.53384785,0.761009795,0.53384785,0.325101066,0.891236991,0.488408037
"Provention Bio, Inc.",PRVB,Health Care  ,0.232268122,0.84123484,0.250696822,0.84123484,0.344358692,0.497656312,0.410833885
"Provident Bancorp, Inc.",PVBC,Financials  ,0.301619433,0.960021513,0.232012042,0.960021513,0.307637146,0.60888711,0.445679455
"Provident Financial Holdings, Inc.",PROV,Financials  ,0.612348178,0.23198279,0.38936277,0.23198279,0.889386877,0.128102482,0.768106848
"Provident Financial Services, Inc.",PFS,Financials  ,0.825910931,0.58094299,0.492523833,0.58094299,0.839279312,0.826661329,0.836679814
"Prudential Bancorp, Inc.",PBIP,Financials  ,0.204453441,0.686626031,0.082589062,0.686626031,0.470598781,0.179443555,0.44083901
"Prudential Financial, Inc.",PRU,Financials  ,0.930161943,0.880602366,0.770697441,0.880602366,0.791412693,0.886709367,0.912782359
Psychemedics Corporation,PMD,Health Care  ,0.867498051,0.548401323,0.451142789,0.548401323,0.953914002,0.437753237,0.951865754
"PubMatic, Inc.",PUBM,Consumer Discretionary  ,0.929159802,0.448410971,0.71305198,0.448410971,0.963865912,0.371108949,0.949265882
Public Service Enterprise Group Incorporated,PEG,Utilities  ,0.773195876,0.166666667,0.402819738,0.166666667,0.711786372,0.650553877,0.860036832
"Puissant Industries, Inc.",PSSS,Energy  ,0.660194175,0.573090541,0.933457711,0.573090541,0.759231158,0.909119107,0.4298424
"Pulmatrix, Inc.",PULM,Health Care  ,0.479345284,0.37045204,0.357489846,0.37045204,0.881808159,0.437514896,0.540443071
Pulmonx Corporation,LUNG,Health Care  ,0.676539361,0.884968761,0.298797483,0.884968761,0.704887909,0.782632875,0.7811143
"Pulse Biosciences, Inc.",PLSE,Health Care  ,0.922837101,0.457111356,0.856494386,0.457111356,0.960382212,0.303726067,0.902701111
"PulteGroup, Inc.",PHM,Consumer Discretionary  ,0.431630972,0.776955449,0.497637282,0.776955449,0.364388333,0.765239948,0.481901439
"Puma Biotechnology, Inc.",PBYI,Health Care  ,0.829306313,0.646747519,0.62283985,0.646747519,0.708048512,0.649320728,0.864870832
"Pura Naturals, Inc.",PNAT,Consumer Staples  ,0.111524164,0.850633675,0.421778584,0.850633675,0.137899819,0.605063291,0.216812821
"Puradyn Filter Technologies, Inc.",PFTI,Consumer Discretionary  ,0.172981878,0.858511101,0.031611537,0.858511101,0.63459585,0.09079118,0.381160052
Pure Capital Solutions Inc.,PCST,Communication Services  ,0.009404389,0.034340305,0.12195122,0.034340305,0.087529047,0.424591157,0.021194107
Pure Cycle Corporation,PCYO,Utilities  ,0.164948454,0.056169429,0.080563948,0.056169429,0.262430939,0.130916415,0.420810313
"Pure Harvest Corporate Group, Inc.",PHCG,Health Care  ,0.027279813,0.173906652,0.053914151,0.173906652,0.424549798,0.020338444,0.119746817
"Pure Storage, Inc.",PSTG,Information Technology  ,0.866819747,0.350831497,0.777740266,0.350831497,0.782207974,0.859916938,0.777688361
"Pure Transit Technologies, Inc.",PTTL,Industrials  ,0.112565445,0.949245064,0.143389439,0.949245064,0.215447154,0.328074901,0.32601626
PureBase Corporation,PUBC,Materials  ,0.061776062,0.787125918,0.026315789,0.787125918,0.291643139,0.234317343,0.317307692
PureTech Health plc,PRTC,Health Care  ,0.456742011,0.592208747,0.426694274,0.592208747,0.615141492,0.524271073,0.548023846
"Purple Beverage Company, Inc.",PPBV,Consumer Staples  ,0.107806691,0.949909475,0.049727768,0.949909475,0.744115872,0.021338156,0.282128818
"Purple Innovation, Inc.",PRPL,Consumer Discretionary  ,0.10214168,0.670584821,0.279778393,0.670584821,0.199535626,0.289721141,0.26210205
Q BioMed Inc.,QBIO,Health Care  ,0.003117693,0.592649761,0.012980808,0.592649761,0.00801176,0.533407484,0.007727975
"Q.E.P. Co., Inc.",QEPC,Consumer Discretionary  ,0.31630972,0.752430707,0.761121069,0.752430707,0.397910318,0.211738003,0.342200901
"Q2 Holdings, Inc.",QTWO,Information Technology  ,0.592422503,0.665297536,0.709993248,0.665297536,0.434482068,0.660231227,0.636958053
QAD Inc.,QADA,Information Technology  ,0.526980482,0.730414747,0.435404006,0.730414747,0.500901623,0.50297452,0.686148275
"QC Holdings, Inc.",QCCO,Financials  ,0.576923077,0.560236644,0.333768189,0.560236644,0.789171746,0.440252202,0.692004303
"QCR Holdings, Inc.",QCRH,Financials  ,0.374493927,0.639566153,0.805619669,0.639566153,0.288006454,0.410728583,0.391448548
"QED Connect, Inc.",QEDN,Financials  ,0.061740891,0.059071352,0.396788761,0.059071352,0.311850125,0.088470777,0.114467551
QHY Group,QHYG,Industrials  ,0.467277487,0.990127758,0.959270204,0.990127758,0.874912892,0.954213159,0.114982578
"QMed, Inc.",QMED,Health Care  ,0.535463757,0.907901507,0.155212232,0.907901507,0.949283352,0.223246206,0.721056893
QNB Corp.,QNBC,Financials  ,0.504048583,0.857655074,0.768891119,0.857655074,0.37836142,0.362389912,0.557816422
"QRS Music Technologies, Inc.",QRSM,Consumer Discretionary  ,0.004942339,0.844579887,0.016783445,0.844579887,0.059788129,0.065337224,0.084314581
"QSAM Biosciences, Inc.",QSAM,Materials  ,0.312741313,0.931677019,0.265381764,0.931677019,0.788819876,0.140590406,0.573246606
QUALCOMM Incorporated,QCOM,Information Technology  ,0.958668197,0.42296133,0.767949584,0.42296133,0.979162492,0.759232237,0.879589579
"Qorvo, Inc.",QRVO,Information Technology  ,0.886337543,0.346523743,0.79664641,0.346523743,0.753556402,0.780783477,0.836334373
Qrons Inc.,QRON,Health Care  ,0.024941543,0.681881661,0.122401848,0.681881661,0.092319,0.056884087,0.19378818
"Quad M Solutions, Inc.",MMMM,Financials  ,0.147773279,0.834797418,0.14530858,0.834797418,0.235209753,0.394315452,0.332287558
"Quad/Graphics, Inc.",QUAD,Industrials  ,0.32460733,0.575842044,0.287292818,0.575842044,0.459233449,0.416313967,0.508362369
Quadlogic Controls Corporation,QDLC,Information Technology  ,0.70608496,0.923562412,0.162165204,0.923562412,0.873071529,0.137389157,0.980384267
"Quaint Oak Bancorp, Inc.",QNTO,Financials  ,0.543522267,0.50797777,0.441445058,0.50797777,0.566959484,0.699159327,0.602904267
Quaker Chemical Corporation,KWR,Materials  ,0.521235521,0.716826652,0.375092661,0.716826652,0.470638058,0.483394834,0.795248869
"Qualigen Therapeutics, Inc.",QLGN,Health Care  ,0.175370226,0.557956634,0.44580712,0.557956634,0.186034546,0.243743545,0.374475602
"Quality One Wireless, LLC",QOWI,Information Technology  ,0.537313433,0.596573833,0.340310601,0.596573833,0.783209778,0.391514199,0.659189216
Qualstar Corporation,QBAK,Information Technology  ,0.490241102,0.85804448,0.090929552,0.85804448,0.593768784,0.334717701,0.781712101
"Qualys, Inc.",QLYS,Information Technology  ,0.888633754,0.244540172,0.562345262,0.244540172,0.964736526,0.448871927,0.949602656
Quanex Building Products Corporation,NX,Industrials  ,0.339005236,0.621835075,0.384427599,0.621835075,0.416260163,0.654995511,0.450174216
QuantGate Systems Inc.,QGSI,Information Technology  ,0.997703789,0.773492286,0.814877335,0.773492286,0.992185935,0.889886631,0.987727593
QuantRx Biomedical Corporation,QTXB,Health Care  ,0.086515978,0.171113561,0.624751135,0.171113561,0.035428151,0.834511798,0.030323103
"Quanta Services, Inc.",PWR,Industrials  ,0.583769634,0.244018583,0.607863292,0.244018583,0.564111498,0.805694498,0.595702671
"Quanta, Inc.",QNTA,Health Care  ,0.712392829,0.196692393,0.375487776,0.196692393,0.841161338,0.313498054,0.891587547
Quanterix Corporation,QTRX,Health Care  ,0.938425565,0.733921352,0.794138727,0.733921352,0.698125689,0.899181695,0.885257967
Quantum Capital Inc.,QTCI,Consumer Staples  ,0.527881041,0.218165359,0.133938294,0.218165359,0.949607725,0.005424955,0.737526459
"Quantum Computing, Inc.",QUBT,Information Technology  ,0.748564868,0.099378882,0.487395904,0.099378882,0.927970347,0.64878213,0.755557791
Quantum Corporation,QMCO,Information Technology  ,0.524684271,0.581045883,0.532072924,0.581045883,0.485774394,0.543607588,0.644200785
"Quantum Energy, Inc.",QEGY,Materials  ,0.088803089,0.165160926,0.750185322,0.165160926,0.063523433,0.536531365,0.131221719
Quantum International Corp.,QUAN,Information Technology  ,0.428243398,0.988278902,0.341210894,0.988278902,0.70677219,0.331462566,0.5495423
Quantum Metal Exchange Inc.,QMEI,Information Technology  ,0.063145809,0.642456422,0.137407157,0.642456422,0.183129633,0.080031429,0.27894578
QuantumScape Corporation,QS,Consumer Discretionary  ,0.878088962,0.288637353,0.55238716,0.288637353,0.973878973,0.417639429,0.943741823
Quest Diagnostics Incorporated,DGX,Health Care  ,0.85502728,0.369349504,0.596718962,0.369349504,0.766115399,0.75101295,0.870170015
Quest Resource Holding Corporation,QRHC,Industrials  ,0.740837696,0.764111498,0.471540537,0.764111498,0.711614402,0.230088496,0.91300813
"Quick-Med Technologies, Inc.",QMDT,Health Care  ,0.009353079,0.899154723,0.041650076,0.899154723,0.042704888,0.437832685,0.053507029
QuickLogic Corporation,QUIK,Information Technology  ,0.942594719,0.751051893,0.714044564,0.751051893,0.98767782,0.274104838,0.992556081
Quidel Corporation,QDEL,Health Care  ,0.972720187,0.896288129,0.925619177,0.896288129,0.757956634,0.826169858,0.89997792
"QuinStreet, Inc.",QNST,Communication Services  ,0.92476489,0.688613478,0.606707317,0.688613478,0.871417506,0.533010297,0.971827346
Quipt Home Medical Corp.,QIPT,Health Care  ,0.240841777,0.548327821,0.853070001,0.548327821,0.212127894,0.31278303,0.281445499
Qumu Corporation,QUMU,Information Technology  ,0.239954076,0.779402925,0.218996174,0.779402925,0.243438189,0.271635425,0.512523891
"QuoteMedia, Inc.",QMCI,Financials  ,0.551619433,0.388400861,0.12082288,0.388400861,0.744173539,0.461769416,0.750986016
Quotient Technology Inc.,QUOT,Consumer Discretionary  ,0.863261944,0.786097809,0.647873554,0.786097809,0.805253229,0.619001297,0.874545719
R. R. Donnelley & Sons Company,RRD,Industrials  ,0.62434555,0.798954704,0.672876783,0.798954704,0.518931475,0.608439143,0.675842044
R1 RCM Inc.,RCM,Health Care  ,0.574434918,0.361264241,0.42478299,0.361264241,0.569864021,0.820370223,0.649370722
"RA Global Services, Inc.",RAGL,Energy  ,0.517799353,0.846231664,0.569962687,0.846231664,0.511886697,0.366004963,0.641077783
"RAVE Restaurant Group, Inc.",RAVE,Consumer Discretionary  ,0.382207578,0.832680308,0.369235783,0.832680308,0.642287041,0.585278859,0.402965547
"RBAZ Bancorp, Inc.",RBAZ,Financials  ,0.23582996,0.772857655,0.271349724,0.772857655,0.302258874,0.20296237,0.455898171
RBB Bancorp,RBB,Financials  ,0.858299595,0.855951954,0.588760662,0.855951954,0.923718179,0.572057646,0.868501255
RBC Bearings Incorporated,ROLL,Industrials  ,0.965968586,0.385946574,0.949505332,0.385946574,0.791289199,0.771322303,0.894425087
"RBC Life Sciences, Inc.",RBCL,Consumer Staples  ,0.423791822,0.630959565,0.285662432,0.630959565,0.56065178,0.140325497,0.671605685
"RCI Hospitality Holdings, Inc.",RICK,Consumer Discretionary  ,0.611202636,0.9050936,0.225028516,0.9050936,0.803221593,0.248702983,0.813344963
"RCM Technologies, Inc.",RCMT,Industrials  ,0.910994764,0.916144019,0.628420917,0.916144019,0.825087108,0.660253944,0.907897793
"RCMW Group, Inc.",RCMW,Consumer Staples  ,0.256505576,0.138503319,0.60508167,0.138503319,0.125829813,0.831826401,0.324160871
"RDE, Inc.",RSTN,Consumer Discretionary  ,0.774299835,0.969815702,0.198468307,0.969815702,0.992163692,0.167639429,0.984009304
"RDVA, Inc.",RDVA,Materials  ,0.104247104,0.816205534,0.328391401,0.816205534,0.274703557,0.699630996,0.19739819
"RE/MAX Holdings, Inc.",RMAX,Real Estate  ,0.732394366,0.698447894,0.765517241,0.698447894,0.525498891,0.615281501,0.718403548
"REAC Group, Inc.",REAC,Industrials  ,0.55104712,0.315563298,0.483361172,0.315563298,0.983855981,0.219956393,0.60116144
REGENXBIO Inc.,RGNX,Health Care  ,0.805923617,0.905255421,0.905232141,0.905255421,0.795957369,0.642726623,0.682490616
"REGI U.S., Inc.",RGUS,Industrials  ,0.210732984,0.938095238,0.055634074,0.938095238,0.922183508,0.206746184,0.30952381
"REV Group, Inc.",REVG,Industrials  ,0.485602094,0.401626016,0.750867275,0.401626016,0.414866434,0.70129537,0.495586527
REX American Resources Corporation,REX,Energy  ,0.25566343,0.340667678,0.14738806,0.340667678,0.258219525,0.427419355,0.570665989
"RF Industries, Ltd.",RFIL,Information Technology  ,0.795637199,0.652474454,0.518230925,0.652474454,0.847826087,0.198338759,0.939140931
"RGC Resources, Inc.",RGCO,Utilities  ,0.092783505,0.573664825,0.197381672,0.573664825,0.524861878,0.176233635,0.093001842
RH,RH,Consumer Discretionary  ,0.769357496,0.734581338,0.366302754,0.734581338,0.740386011,0.778696498,0.850559674
"RJD Green, Inc.",RJDG,Industrials  ,0.058900524,0.809872242,0.190415007,0.809872242,0.11300813,0.508272412,0.166782811
RLI Corp.,RLI,Financials  ,0.739878543,0.737988526,0.903060712,0.737988526,0.48700251,0.808847078,0.684116171
"RPC, Inc.",RES,Energy  ,0.779935275,0.261760243,0.589863184,0.261760243,0.796155792,0.775434243,0.761565836
RPM International Inc.,RPM,Materials  ,0.745173745,0.495765104,0.817642698,0.495765104,0.510446076,0.821771218,0.712952489
RTCORE Inc,RTME,Information Technology  ,0.056257176,0.091464636,0.176007202,0.091464636,0.196353436,0.013694017,0.274720853
"RWC, Inc.",RWCI,Industrials  ,0.013089005,0.609988386,0.152768855,0.609988386,0.067479675,0.16288316,0.075958188
"Ra Medical Systems, Inc.",RMED,Health Care  ,0.293842557,0.257478868,0.347535239,0.257478868,0.420433664,0.497576865,0.44682417
"Raadr, Inc.",RDAR,Information Technology  ,0.24684271,0.514025245,0.263560657,0.514025245,0.317170908,0.351891346,0.471179962
"Rackspace Technology, Inc.",RXT,Information Technology  ,0.924225029,0.53095572,0.809813189,0.53095572,0.716890403,0.910764396,0.855849512
"RadNet, Inc.",RDNT,Health Care  ,0.933749026,0.295259096,0.887950944,0.295259096,0.7353914,0.741082069,0.880547582
Radian Group Inc.,RDN,Financials  ,0.733805668,0.939046253,0.792875063,0.939046253,0.675600574,0.369395516,0.761921836
"Radiant Logistics, Inc.",RLGT,Industrials  ,0.608638743,0.839372822,0.853526918,0.839372822,0.460162602,0.567269463,0.614634146
Radiko Holdings Corp.,RDKO,Health Care  ,0.169914263,0.872767365,0.407103608,0.872767365,0.224108784,0.167236037,0.383896372
"Radioio, Inc.",RAIO,Communication Services  ,0.191222571,0.983991738,0.132926829,0.983991738,0.321714433,0.176862508,0.512018609
"Radius Global Infrastructure, Inc.",RADI,Communication Services  ,0.852664577,0.499096308,0.42195122,0.499096308,0.931835786,0.264082374,0.981649005
"Radius Health, Inc.",RDUS,Health Care  ,0.530787217,0.614112459,0.45719519,0.614112459,0.389195149,0.825772623,0.654007507
"Rafael Holdings, Inc.",RFL,Real Estate  ,0.126760563,0.638580931,0.048275862,0.638580931,0.648558758,0.021447721,0.348115299
Rain Therapeutics Inc.,RAIN,Health Care  ,0.638347623,0.415582506,0.195269571,0.415582506,0.665564131,0.148089298,0.978656068
"Rainmaker Systems, Inc.",VCTL,Information Technology  ,0.973593571,0.517130836,0.953184785,0.517130836,0.781105991,0.93164216,0.868121919
Ralph Lauren Corporation,RL,Consumer Discretionary  ,0.947281713,0.687563489,0.712889034,0.687563489,0.852271078,0.714980545,0.928914086
"Ramaco Resources, Inc.",METC,Materials  ,0.027027027,0.216544325,0.155300222,0.216544325,0.330039526,0.010701107,0.216346154
Rambus Inc.,RMBS,Information Technology  ,0.750861079,0.515227409,0.865406257,0.515227409,0.852835103,0.644404535,0.617141133
"Rand Worldwide, Inc.",RWWI,Information Technology  ,0.278989667,0.396413544,0.529146973,0.396413544,0.229513124,0.40880009,0.421084398
"Randolph Bancorp, Inc.",RNDB,Financials  ,0.598178138,0.611509502,0.686201706,0.611509502,0.598512011,0.479483587,0.634187881
Range Resources Corporation,RRC,Energy  ,0.566343042,0.713707638,0.772699005,0.713707638,0.38442084,0.824441687,0.543721403
"Ranger Energy Services, Inc.",RNGR,Energy  ,0.605177994,0.228629236,0.762126866,0.228629236,0.733687405,0.489764268,0.556685308
Ranpak Holdings Corp.,PACK,Materials  ,0.532818533,0.407396951,0.687546331,0.407396951,0.378317335,0.560516605,0.701074661
"Rapid Micro Biosystems, Inc.",RPID,Health Care  ,0.65939205,0.350606395,0.253085928,0.350606395,0.751929438,0.445141813,0.866931626
"Rapid7, Inc.",RPD,Information Technology  ,0.563719862,0.608695652,0.777290119,0.608695652,0.375475857,0.775732405,0.570264561
"Raven Industries, Inc.",RAVN,Industrials  ,0.195026178,0.49825784,0.488115123,0.49825784,0.218234611,0.3294857,0.364111498
"Raymond James Financial, Inc.",RJF,Financials  ,0.821862348,0.573054858,0.927747115,0.573054858,0.655432054,0.769615693,0.741574041
Rayonier Advanced Materials Inc.,RYAM,Materials  ,0.38996139,0.608695652,0.801704967,0.608695652,0.37634105,0.545387454,0.490384615
Razer Inc.,1337,Information Technology  ,0.864523536,0.226507714,0.523407607,0.226507714,0.87036666,0.54865866,0.934312443
ReShape Lifesciences Inc.,RSLS,Health Care  ,0.65705378,0.477618523,0.288922513,0.477618523,0.756339581,0.31008183,0.880473982
"Reading International, Inc.",RDI,Communication Services  ,0.749216301,0.899044668,0.575304878,0.899044668,0.823392719,0.340399758,0.818299302
Ready Capital Corporation,RC,Financials  ,0.854251012,0.54992829,0.801505268,0.54992829,0.802258874,0.26631305,0.910362137
Ready Credit Corporation,RCTC,Financials  ,0.407894737,0.370742202,0.42368289,0.370742202,0.725887415,0.215572458,0.476783793
Real American Capital Corp.,RLAB,Consumer Discretionary  ,0.161449753,0.104338993,0.056705231,0.104338993,0.923233203,0.057068742,0.268643698
"Real Brands, Inc.",RLBD,Health Care  ,0.507404521,0.085042264,0.898861193,0.085042264,0.780742374,0.92516088,0.273496725
"RealNetworks, Inc.",RNWK,Information Technology  ,0.917336395,0.591364456,0.801485483,0.591364456,0.801843318,0.821528791,0.83884921
Realogy Holdings Corp.,RLGY,Real Estate  ,0.718309859,0.545454545,0.624827586,0.545454545,0.544345898,0.679624665,0.737250554
"Reata Pharmaceuticals, Inc.",RETA,Health Care  ,0.979734996,0.96832047,0.895755356,0.96832047,0.823741272,0.766028442,0.928313829
"Recro Pharma, Inc.",REPH,Health Care  ,0.464536243,0.778684307,0.231583977,0.778684307,0.491804484,0.445777389,0.710311327
"Recruiter.com Group, Inc.",RCRT,Industrials  ,0.853403141,0.911730546,0.699730181,0.911730546,0.835075494,0.241246633,0.905342625
"Recursion Pharmaceuticals, Inc.",RXRX,Health Care  ,0.579111458,0.442190371,0.474476388,0.442190371,0.481881661,0.643918328,0.713696916
"Red Cat Holdings, Inc.",RCAT,Information Technology  ,0.229621125,0.236325386,0.680508665,0.236325386,0.289821679,0.067684364,0.353183784
Red Mile Entertainment Inc.,RDML,Communication Services  ,0.551724138,0.221533695,0.251829268,0.221533695,0.791117996,0.609024833,0.674851383
"Red Oak Hereford Farms, Inc.",HERF,Consumer Staples  ,0.029739777,0.331321666,0.383666062,0.331321666,0.187688594,0.097649186,0.129422437
"Red River Bancshares, Inc.",RRBI,Financials  ,0.521255061,0.348780925,0.802809834,0.348780925,0.529670133,0.847077662,0.384098243
"Red Robin Gourmet Burgers, Inc.",RRGB,Consumer Discretionary  ,0.362438221,0.580902627,0.687958286,0.580902627,0.4918009,0.095330739,0.439017299
"Red Rock Resorts, Inc.",RRR,Consumer Discretionary  ,0.970345964,0.790306196,0.908098419,0.790306196,0.845885938,0.910667964,0.838203227
"Red Trail Energy, LLC",REGX,Energy  ,0.061488673,0.196509863,0.291044776,0.196509863,0.123419322,0.579094293,0.16446365
"Red Violet, Inc.",RDVT,Industrials  ,0.452879581,0.208478513,0.237183605,0.208478513,0.532868757,0.333333333,0.735191638
